"rules","support","confidence","coverage","lift","count"
"{contact=cellular,pdays=[0,999],poutcome=success} => {y=yes}",0.0201029426046421,0.651968503937008,0.0308342235602603,5.78734455606842,828
"{contact=cellular,pdays=[0,999],previous=[0,7],poutcome=success} => {y=yes}",0.0201029426046421,0.651968503937008,0.0308342235602603,5.78734455606842,828
"{marital=married,contact=cellular,poutcome=success} => {y=yes}",0.0105856074584831,0.651718983557549,0.0162425949305623,5.78512963249317,436
"{marital=married,contact=cellular,previous=[0,7],poutcome=success} => {y=yes}",0.0105856074584831,0.651718983557549,0.0162425949305623,5.78512963249317,436
"{marital=married,contact=cellular,pdays=[0,999],poutcome=success} => {y=yes}",0.0105856074584831,0.651718983557549,0.0162425949305623,5.78512963249317,436
"{poutcome=success} => {y=yes}",0.0217053510731281,0.651128914785142,0.0333349519277459,5.77989175477811,894
"{previous=[0,7],poutcome=success} => {y=yes}",0.0217053510731281,0.651128914785142,0.0333349519277459,5.77989175477811,894
"{pdays=[0,999],poutcome=success} => {y=yes}",0.0217053510731281,0.651128914785142,0.0333349519277459,5.77989175477811,894
"{pdays=[0,999],previous=[0,7],poutcome=success} => {y=yes}",0.0217053510731281,0.651128914785142,0.0333349519277459,5.77989175477811,894
"{marital=married,poutcome=success} => {y=yes}",0.011386811692726,0.648686030428769,0.0175536564047781,5.75820694424572,469
"{marital=married,previous=[0,7],poutcome=success} => {y=yes}",0.011386811692726,0.648686030428769,0.0175536564047781,5.75820694424572,469
"{marital=married,pdays=[0,999],poutcome=success} => {y=yes}",0.011386811692726,0.648686030428769,0.0175536564047781,5.75820694424572,469
"{marital=married,pdays=[0,999],previous=[0,7],poutcome=success} => {y=yes}",0.011386811692726,0.648686030428769,0.0175536564047781,5.75820694424572,469
"{housing=yes,contact=cellular,poutcome=success} => {y=yes}",0.0113139749441585,0.648122392211405,0.0174565407400214,5.75320368327658,466
"{housing=yes,contact=cellular,previous=[0,7],poutcome=success} => {y=yes}",0.0113139749441585,0.648122392211405,0.0174565407400214,5.75320368327658,466
"{housing=yes,contact=cellular,pdays=[0,999],poutcome=success} => {y=yes}",0.0113139749441585,0.648122392211405,0.0174565407400214,5.75320368327658,466
"{loan=no,poutcome=success} => {y=yes}",0.0178935612314266,0.647627416520211,0.0276294066232883,5.74880992061087,737
"{loan=no,previous=[0,7],poutcome=success} => {y=yes}",0.0178935612314266,0.647627416520211,0.0276294066232883,5.74880992061087,737
